state,year,avg_unemployment_rate
California,2020,10.216666666666667
Colorado,1979,4.616666666666666
Colorado,1980,5.883333333333333
Colorado,1981,5.641666666666666
Colorado,1982,7.608333333333333
Colorado,1983,7.116666666666666
Colorado,1984,5.491666666666667
Colorado,1985,5.983333333333333
Colorado,1986,7.516666666666666
Colorado,1987,7.541666666666667
Colorado,1988,6.416666666666668
Colorado,1989,5.583333333333335
Colorado,1990,5.133333333333334
Colorado,1991,5.283333333333335
Colorado,1992,6.091666666666668
Colorado,1993,5.383333333333333
Colorado,1994,4.141666666666667
Colorado,1995,4.0249999999999995
Colorado,1996,4.166666666666667
Colorado,1997,3.3583333333333325
Colorado,1998,3.616666666666667
Colorado,1999,3.016666666666667
Colorado,2000,2.7416666666666667
Colorado,2001,3.8166666666666664
Colorado,2002,5.683333333333334
Colorado,2003,6.108333333333334
Colorado,2004,5.566666666666666
Colorado,2005,5.075
Colorado,2006,4.2749999999999995
Colorado,2007,3.6999999999999997
Colorado,2008,4.875000000000001
Colorado,2009,7.875000000000001
Colorado,2010,9.141666666666667
Colorado,2011,8.691666666666668
Colorado,2012,8.0
Colorado,2013,6.75
Colorado,2014,4.983333333333333
Colorado,2015,3.7416666666666667
Colorado,2016,3.133333333333333
Colorado,2017,2.6166666666666667
Colorado,2018,3.033333333333333
Colorado,2019,2.658333333333333
Colorado,2020,7.283333333333332
Connecticut,1979,5.083333333333334
Connecticut,1980,5.666666666666667
Connecticut,1981,6.2
Connecticut,1982,6.858333333333333
Connecticut,1983,6.008333333333334
Connecticut,1984,4.65
Connecticut,1985,4.391666666666667
Connecticut,1986,3.758333333333333
Connecticut,1987,3.1333333333333333
Connecticut,1988,2.875
Connecticut,1989,3.6
Connecticut,1990,4.933333333333333
Connecticut,1991,6.550000000000001
Connecticut,1992,7.333333333333333
Connecticut,1993,6.483333333333333
Connecticut,1994,5.541666666666668
Connecticut,1995,5.308333333333333
Connecticut,1996,5.200000000000001
Connecticut,1997,4.683333333333334
Connecticut,1998,3.2416666666666667
Connecticut,1999,2.4583333333333335
Connecticut,2000,2.1083333333333334
Connecticut,2001,2.8749999999999996
Connecticut,2002,4.3999999999999995
Connecticut,2003,5.449999999999999
Connecticut,2004,5.091666666666668
Connecticut,2005,4.8
Connecticut,2006,4.425
Connecticut,2007,4.449999999999998
Connecticut,2008,5.6499999999999995
Connecticut,2009,8.325000000000001
Connecticut,2010,9.558333333333332
Connecticut,2011,9.016666666666667
Connecticut,2012,8.358333333333334
Connecticut,2013,7.95
Connecticut,2014,6.616666666666667
Connecticut,2015,5.616666666666667
Connecticut,2016,4.866666666666667
Connecticut,2017,4.408333333333333
Connecticut,2018,3.9166666666666674
Connecticut,2019,3.5916666666666672
Connecticut,2020,7.933333333333333
Delaware,1979,6.974999999999999
Delaware,1980,7.516666666666667
Delaware,1981,7.783333333333334
Delaware,1982,8.358333333333334
Delaware,1983,7.900000000000001
Delaware,1984,6.216666666666668
Delaware,1985,5.1499999999999995
Delaware,1986,4.175
Delaware,1987,3.0333333333333337
Delaware,1988,2.983333333333333
Delaware,1989,3.3083333333333336
Delaware,1990,4.408333333333333
Delaware,1991,5.916666666666667
Delaware,1992,5.224999999999999
Delaware,1993,4.908333333333333
Delaware,1994,4.700000000000001
Delaware,1995,4.266666666666667
Delaware,1996,4.949999999999998
Delaware,1997,4.008333333333334
Delaware,1998,3.491666666666667
Delaware,1999,3.2833333333333337
Delaware,2000,3.608333333333333
Delaware,2001,3.5749999999999997
Delaware,2002,4.266666666666667
Delaware,2003,4.466666666666667
Delaware,2004,4.300000000000002
Delaware,2005,4.508333333333334
Delaware,2006,3.908333333333333
Delaware,2007,3.608333333333334
Delaware,2008,5.033333333333334
Delaware,2009,8.341666666666667
Delaware,2010,8.658333333333333
Delaware,2011,7.608333333333334
Delaware,2012,7.066666666666667
Delaware,2013,6.608333333333332
Delaware,2014,5.608333333333333
Delaware,2015,4.791666666666666
Delaware,2016,4.5249999999999995
Delaware,2017,4.45
Delaware,2018,3.6999999999999997
Delaware,2019,3.65
Delaware,2020,7.866666666666667
District of Columbia,1979,6.841666666666666
District of Columbia,1980,7.433333333333334
District of Columbia,1981,8.683333333333334
District of Columbia,1982,10.341666666666667
District of Columbia,1983,10.899999999999999
District of Columbia,1984,8.883333333333333
District of Columbia,1985,7.966666666666665
District of Columbia,1986,7.366666666666667
District of Columbia,1987,6.266666666666667
District of Columbia,1988,5.025
District of Columbia,1989,4.8083333333333345
District of Columbia,1990,5.891666666666666
District of Columbia,1991,7.699999999999999
District of Columbia,1992,8.583333333333334
District of Columbia,1993,8.4
District of Columbia,1994,7.933333333333333
District of Columbia,1995,8.608333333333333
District of Columbia,1996,8.424999999999999
District of Columbia,1997,8.141666666666667
District of Columbia,1998,8.316666666666666
District of Columbia,1999,6.575
District of Columbia,2000,5.691666666666667
District of Columbia,2001,6.466666666666668
District of Columbia,2002,6.983333333333333
District of Columbia,2003,7.2749999999999995
District of Columbia,2004,8.083333333333334
District of Columbia,2005,6.991666666666667
District of Columbia,2006,6.324999999999999
District of Columbia,2007,5.949999999999999
District of Columbia,2008,6.849999999999999
District of Columbia,2009,10.000000000000002
District of Columbia,2010,9.950000000000001
District of Columbia,2011,10.191666666666666
District of Columbia,2012,8.975
District of Columbia,2013,8.433333333333334
District of Columbia,2014,7.708333333333335
District of Columbia,2015,6.916666666666667
District of Columbia,2016,6.233333333333334
District of Columbia,2017,6.133333333333334
District of Columbia,2018,5.7
District of Columbia,2019,5.324999999999999
District of Columbia,2020,8.066666666666668
Florida,1979,5.991666666666667
Florida,1980,5.983333333333333
Florida,1981,6.800000000000001
Florida,1982,8.483333333333333
Florida,1983,8.641666666666667
Florida,1984,6.591666666666668
Florida,1985,6.075
Florida,1986,5.841666666666666
Florida,1987,5.3999999999999995
Florida,1988,5.191666666666667
Florida,1989,5.608333333333333
Florida,1990,6.233333333333333
Florida,1991,7.641666666666666
Florida,1992,8.366666666666667
Florida,1993,7.3999999999999995
Florida,1994,6.474999999999999
Florida,1995,5.6000000000000005
Florida,1996,5.283333333333332
Florida,1997,4.925000000000001
Florida,1998,4.45
Florida,1999,3.9333333333333336
Florida,2000,3.758333333333334
Florida,2001,4.425
Florida,2002,4.958333333333334
Florida,2003,4.466666666666668
Florida,2004,3.75
Florida,2005,2.875
Florida,2006,2.466666666666666
Florida,2007,3.3000000000000003
Florida,2008,5.691666666666667
Florida,2009,9.558333333333334
Florida,2010,10.825000000000001
Florida,2011,10.0
Florida,2012,8.666666666666668
Florida,2013,7.533333333333334
Florida,2014,6.4333333333333345
Florida,2015,5.525000000000001
Florida,2016,4.916666666666666
Florida,2017,4.249999999999999
Florida,2018,3.625
Florida,2019,3.2916666666666665
Florida,2020,7.8500000000000005
Georgia,1979,5.133333333333334
Georgia,1980,6.308333333333333
Georgia,1981,6.45
Georgia,1982,7.800000000000001
Georgia,1983,7.641666666666667
Georgia,1984,6.1000000000000005
Georgia,1985,6.341666666666668
Georgia,1986,5.916666666666667
Georgia,1987,5.558333333333333
Georgia,1988,5.616666666666666
Georgia,1989,5.3999999999999995
Georgia,1990,5.3500000000000005
Georgia,1991,5.291666666666667
Georgia,1992,6.583333333333333
Georgia,1993,5.733333333333333
Georgia,1994,5.05
Georgia,1995,4.733333333333333
Georgia,1996,4.608333333333333
Georgia,1997,4.483333333333333
Georgia,1998,4.183333333333333
Georgia,1999,3.816666666666667
Georgia,2000,3.5333333333333337
Georgia,2001,4.091666666666668
Georgia,2002,5.308333333333333
Georgia,2003,5.141666666666665
Georgia,2004,5.083333333333333
Georgia,2005,5.683333333333333
Georgia,2006,5.075
Georgia,2007,4.908333333333333
Georgia,2008,6.783333333333332
Georgia,2009,10.408333333333333
Georgia,2010,10.658333333333331
Georgia,2011,10.158333333333333
Georgia,2012,9.041666666666666
Georgia,2013,8.141666666666666
Georgia,2014,7.141666666666667
Georgia,2015,6.075
Georgia,2016,5.466666666666666
Georgia,2017,4.766666666666667
Georgia,2018,4.0249999999999995
Georgia,2019,3.533333333333333
Georgia,2020,6.549999999999998
Hawaii,1979,5.7250000000000005
Hawaii,1980,4.975
Hawaii,1981,5.175000000000001
Hawaii,1982,6.116666666666666
Hawaii,1983,5.8999999999999995
Hawaii,1984,5.449999999999999
Hawaii,1985,5.2250000000000005
Hawaii,1986,4.675000000000001
Hawaii,1987,3.6999999999999997
Hawaii,1988,3.0750000000000006
Hawaii,1989,2.475
Hawaii,1990,2.6
Hawaii,1991,2.7916666666666665
Hawaii,1992,4.141666666666667
Hawaii,1993,4.383333333333333
Hawaii,1994,5.175000000000001
Hawaii,1995,5.525000000000001
Hawaii,1996,5.916666666666667
Hawaii,1997,5.925
Hawaii,1998,5.824999999999999
Hawaii,1999,5.191666666666666
Hawaii,2000,4.25
Hawaii,2001,4.275000000000001
Hawaii,2002,4.05
Hawaii,2003,3.9083333333333337
Hawaii,2004,3.2916666666666674
Hawaii,2005,2.8250000000000006
Hawaii,2006,2.5499999999999994
Hawaii,2007,2.725
Hawaii,2008,4.033333333333334
Hawaii,2009,6.658333333333334
Hawaii,2010,6.825
Hawaii,2011,6.833333333333333
Hawaii,2012,5.8999999999999995
Hawaii,2013,4.758333333333333
Hawaii,2014,4.233333333333333
Hawaii,2015,3.4166666666666665
Hawaii,2016,2.891666666666667
Hawaii,2017,2.216666666666667
Hawaii,2018,2.358333333333334
Hawaii,2019,2.4333333333333336
Hawaii,2020,11.808333333333332
Idaho,1979,5.825
Idaho,1980,7.55
Idaho,1981,7.6499999999999995
Idaho,1982,9.883333333333331
Idaho,1983,9.075000000000001
Idaho,1984,7.199999999999999
Idaho,1985,7.808333333333334
Idaho,1986,8.383333333333333
Idaho,1987,7.625
Idaho,1988,6.191666666666666
Idaho,1989,5.483333333333333
Idaho,1990,5.625
Idaho,1991,6.341666666666666
Idaho,1992,6.516666666666667
Idaho,1993,6.074999999999999
Idaho,1994,5.499999999999999
Idaho,1995,5.5
Idaho,1996,5.425
Idaho,1997,5.216666666666667
Idaho,1998,5.2333333333333325
Idaho,1999,5.008333333333334
Idaho,2000,4.658333333333334
Idaho,2001,5.083333333333333
Idaho,2002,5.616666666666666
Idaho,2003,5.566666666666667
Idaho,2004,4.866666666666667
Idaho,2005,3.991666666666667
Idaho,2006,3.4250000000000007
Idaho,2007,3.025
Idaho,2008,5.033333333333334
Idaho,2009,8.708333333333334
Idaho,2010,8.758333333333333
Idaho,2011,8.166666666666668
Idaho,2012,7.399999999999999
Idaho,2013,6.816666666666666
Idaho,2014,4.383333333333334
Idaho,2015,3.866666666666666
Idaho,2016,3.6749999999999994
Idaho,2017,3.158333333333333
Idaho,2018,2.8166666666666664
Idaho,2019,2.7583333333333333
Idaho,2020,5.375
Illinois,1979,5.583333333333332
Illinois,1980,8.216666666666667
Illinois,1981,8.625
Illinois,1982,11.4
Illinois,1983,11.708333333333334
Illinois,1984,9.133333333333335
Illinois,1985,9.058333333333334
Illinois,1986,8.308333333333334
Illinois,1987,7.466666666666666
Illinois,1988,6.741666666666666
Illinois,1989,6.0666666666666655
Illinois,1990,6.3
Illinois,1991,7.283333333333334
Illinois,1992,7.866666666666668
Illinois,1993,7.491666666666666
Illinois,1994,5.8
Illinois,1995,5.2
Illinois,1996,5.283333333333332
Illinois,1997,4.775
Illinois,1998,4.45
Illinois,1999,4.408333333333334
Illinois,2000,4.4416666666666655
Illinois,2001,5.433333333333334
Illinois,2002,6.550000000000001
Illinois,2003,6.724999999999998
Illinois,2004,6.175000000000001
Illinois,2005,5.716666666666666
Illinois,2006,4.6000000000000005
Illinois,2007,5.066666666666667
Illinois,2008,6.508333333333333
Illinois,2009,10.183333333333335
Illinois,2010,10.466666666666669
Illinois,2011,9.758333333333333
Illinois,2012,9.049999999999999
Illinois,2013,9.075
Illinois,2014,7.166666666666667
Illinois,2015,5.991666666666666
Illinois,2016,5.883333333333334
Illinois,2017,4.95
Illinois,2018,4.375
Illinois,2019,3.975
Illinois,2020,9.55
Indiana,1979,6.433333333333333
Indiana,1980,9.716666666666667
Indiana,1981,9.699999999999998
Indiana,1982,11.983333333333333
Indiana,1983,11.1
Indiana,1984,8.466666666666667
Indiana,1985,7.675
Indiana,1986,6.808333333333334
Indiana,1987,6.133333333333333
Indiana,1988,5.175000000000001
Indiana,1989,4.716666666666667
Indiana,1990,5.108333333333333
Indiana,1991,5.7
Indiana,1992,6.091666666666666
Indiana,1993,5.116666666666667
Indiana,1994,4.658333333333332
Indiana,1995,4.433333333333333
Indiana,1996,3.9666666666666663
Indiana,1997,3.416666666666666
Indiana,1998,3.0083333333333333
Indiana,1999,2.9499999999999997
Indiana,2000,3.0500000000000003
Indiana,2001,4.241666666666666
Indiana,2002,5.191666666666666
Indiana,2003,5.275
Indiana,2004,5.3999999999999995
Indiana,2005,5.391666666666666
Indiana,2006,5.0
Indiana,2007,4.625
Indiana,2008,5.941666666666666
Indiana,2009,10.433333333333332
Indiana,2010,10.083333333333334
Indiana,2011,8.908333333333333
Indiana,2012,8.225000000000001
Indiana,2013,7.5
Indiana,2014,5.950000000000002
Indiana,2015,4.783333333333334
Indiana,2016,4.366666666666667
Indiana,2017,3.4916666666666667
Indiana,2018,3.3833333333333324
Indiana,2019,3.233333333333333
Indiana,2020,7.175000000000001
Iowa,1979,4.175
Iowa,1980,5.933333333333334
Iowa,1981,6.516666666666666
Iowa,1982,8.399999999999999
Iowa,1983,8.233333333333333
Iowa,1984,7.024999999999999
Iowa,1985,7.375
Iowa,1986,6.766666666666667
Iowa,1987,5.616666666666667
Iowa,1988,4.641666666666667
Iowa,1989,4.3
Iowa,1990,4.4416666666666655
Iowa,1991,4.691666666666666
Iowa,1992,4.483333333333333
Iowa,1993,4.141666666666666
Iowa,1994,3.5999999999999996
Iowa,1995,3.5083333333333333
Iowa,1996,3.583333333333334
Iowa,1997,3.141666666666667
Iowa,1998,2.841666666666667
Iowa,1999,2.6583333333333328
Iowa,2000,2.6833333333333336
Iowa,2001,3.3249999999999997
Iowa,2002,4.0
Iowa,2003,4.45
Iowa,2004,4.5249999999999995
Iowa,2005,4.291666666666667
Iowa,2006,3.6999999999999997
Iowa,2007,3.7166666666666672
Iowa,2008,4.183333333333334
Iowa,2009,6.3999999999999995
Iowa,2010,6.116666666666667
Iowa,2011,5.650000000000001
Iowa,2012,5.0583333333333345
Iowa,2013,4.724999999999999
Iowa,2014,4.224999999999999
Iowa,2015,3.691666666666666
Iowa,2016,3.5750000000000006
Iowa,2017,3.0833333333333335
Iowa,2018,2.6
Iowa,2019,2.75
Iowa,2020,5.249999999999999
Kansas,1979,3.108333333333333
Kansas,1980,4.4
Kansas,1981,4.325
Kansas,1982,6.300000000000001
Kansas,1983,5.891666666666667
Kansas,1984,4.983333333333333
Kansas,1985,5.133333333333334
Kansas,1986,5.358333333333333
Kansas,1987,4.816666666666666
Kansas,1988,4.491666666666666
Kansas,1989,4.15
Kansas,1990,4.250000000000001
Kansas,1991,4.450000000000001
Kansas,1992,4.566666666666666
Kansas,1993,4.941666666666666
Kansas,1994,4.783333333333333
Kansas,1995,4.358333333333333
Kansas,1996,4.250000000000001
Kansas,1997,3.7916666666666674
Kansas,1998,3.6750000000000007
Kansas,1999,3.483333333333333
Kansas,2000,3.775000000000001
Kansas,2001,4.266666666666667
Kansas,2002,5.083333333333334
Kansas,2003,5.55
Kansas,2004,5.508333333333334
Kansas,2005,5.066666666666666
Kansas,2006,4.425
Kansas,2007,4.233333333333334
Kansas,2008,4.608333333333333
Kansas,2009,6.891666666666667
Kansas,2010,6.933333333333334
Kansas,2011,6.383333333333333
Kansas,2012,5.716666666666666
Kansas,2013,5.3
Kansas,2014,4.508333333333334
Kansas,2015,4.1499999999999995
Kansas,2016,4.016666666666667
Kansas,2017,3.6333333333333333
Kansas,2018,3.2833333333333328
Kansas,2019,3.141666666666667
Kansas,2020,5.925
Kentucky,1979,5.533333333333332
Kentucky,1980,8.0
Kentucky,1981,8.591666666666667
Kentucky,1982,10.825000000000001
Kentucky,1983,11.266666666666666
Kentucky,1984,9.066666666666666
Kentucky,1985,9.0
Kentucky,1986,9.258333333333335
Kentucky,1987,8.275
Kentucky,1988,7.45
Kentucky,1989,6.341666666666666
Kentucky,1990,6.041666666666667
Kentucky,1991,7.316666666666666
Kentucky,1992,6.891666666666666
Kentucky,1993,6.191666666666666
Kentucky,1994,5.3500000000000005
Kentucky,1995,5.3999999999999995
Kentucky,1996,5.383333333333333
Kentucky,1997,5.2250000000000005
Kentucky,1998,4.508333333333333
Kentucky,1999,4.491666666666668
Kentucky,2000,4.141666666666667
Kentucky,2001,5.208333333333333
Kentucky,2002,5.791666666666667
Kentucky,2003,6.191666666666666
Kentucky,2004,5.500000000000001
Kentucky,2005,5.875
Kentucky,2006,5.7250000000000005
Kentucky,2007,5.3666666666666645
Kentucky,2008,6.5249999999999995
Kentucky,2009,10.766666666666666
Kentucky,2010,10.266666666666667
Kentucky,2011,9.374999999999998
Kentucky,2012,8.200000000000001
Kentucky,2013,7.916666666666667
Kentucky,2014,6.416666666666667
Kentucky,2015,5.2333333333333325
Kentucky,2016,5.033333333333333
Kentucky,2017,4.766666666666667
Kentucky,2018,4.200000000000001
Kentucky,2019,4.116666666666668
Kentucky,2020,6.608333333333333
Louisiana,1979,6.6499999999999995
Louisiana,1980,7.05
Louisiana,1981,8.441666666666666
Louisiana,1982,10.216666666666667
Louisiana,1983,11.549999999999999
Louisiana,1984,10.208333333333334
Louisiana,1985,11.441666666666668
Louisiana,1986,12.516666666666666
Louisiana,1987,11.825000000000001
Louisiana,1988,10.591666666666667
Louisiana,1989,7.858333333333333
Louisiana,1990,6.233333333333332
Louisiana,1991,7.241666666666666
Louisiana,1992,7.833333333333333
Louisiana,1993,7.458333333333333
Louisiana,1994,7.650000000000002
Louisiana,1995,6.8666666666666645
Louisiana,1996,6.458333333333333
Louisiana,1997,5.883333333333334
Louisiana,1998,5.516666666666667
Louisiana,1999,4.9750000000000005
Louisiana,2000,5.1499999999999995
Louisiana,2001,5.599999999999999
Louisiana,2002,5.991666666666666
Louisiana,2003,6.283333333333332
Louisiana,2004,5.699999999999999
Louisiana,2005,7.058333333333333
Louisiana,2006,4.133333333333333
Louisiana,2007,4.091666666666668
Louisiana,2008,4.666666666666667
Louisiana,2009,6.791666666666667
Louisiana,2010,7.516666666666666
Louisiana,2011,7.433333333333333
Louisiana,2012,6.766666666666666
Louisiana,2013,6.416666666666668
Louisiana,2014,6.249999999999999
Louisiana,2015,6.291666666666667
Louisiana,2016,6.066666666666667
Louisiana,2017,5.125000000000001
Louisiana,2018,4.825
Louisiana,2019,4.633333333333334
Louisiana,2020,8.35
Maine,1979,6.625
Maine,1980,7.4750000000000005
Maine,1981,7.241666666666666
Maine,1982,8.583333333333334
Maine,1983,8.283333333333333
Maine,1984,6.125
Maine,1985,5.558333333333334
Maine,1986,5.2749999999999995
Maine,1987,4.366666666666666
Maine,1988,3.683333333333334
Maine,1989,4.008333333333333
Maine,1990,5.358333333333334
Maine,1991,7.783333333333334
Maine,1992,7.333333333333333
Maine,1993,6.816666666666666
Maine,1994,6.566666666666669
Maine,1995,5.875
Maine,1996,5.325
Maine,1997,5.191666666666666
Maine,1998,4.458333333333333
Maine,1999,4.008333333333334
Maine,2000,3.333333333333334
Maine,2001,3.7499999999999996
Maine,2002,4.458333333333333
Maine,2003,5.15
Maine,2004,4.658333333333334
Maine,2005,4.891666666666666
Maine,2006,4.716666666666668
Maine,2007,4.691666666666667
Maine,2008,5.3999999999999995
Maine,2009,8.391666666666667
Maine,2010,8.416666666666666
Maine,2011,7.724999999999999
Maine,2012,7.191666666666666
Maine,2013,6.683333333333333
Maine,2014,5.558333333333334
Maine,2015,4.383333333333334
Maine,2016,3.775
Maine,2017,3.358333333333333
Maine,2018,3.1166666666666667
Maine,2019,2.716666666666667
Maine,2020,5.458333333333333
Maryland,1979,5.774999999999999
Maryland,1980,6.6000000000000005
Maryland,1981,7.083333333333333
Maryland,1982,8.258333333333335
Maryland,1983,6.933333333333334
Maryland,1984,5.341666666666666
Maryland,1985,4.624999999999999
Maryland,1986,4.55
Maryland,1987,4.308333333333333
Maryland,1988,4.175
Maryland,1989,3.791666666666666
Maryland,1990,4.325
Maryland,1991,5.941666666666666
Maryland,1992,6.533333333333334
Maryland,1993,5.991666666666667
Maryland,1994,5.199999999999999
Maryland,1995,4.9833333333333325
Maryland,1996,4.9333333333333345
Maryland,1997,4.808333333333333
Maryland,1998,4.241666666666666
Maryland,1999,3.4583333333333335
Maryland,2000,3.516666666666666
Maryland,2001,4.208333333333334
Maryland,2002,4.7749999999999995
Maryland,2003,4.8
Maryland,2004,4.616666666666668
Maryland,2005,4.4750000000000005
Maryland,2006,4.175000000000001
Maryland,2007,3.733333333333333
Maryland,2008,4.525
Maryland,2009,7.550000000000001
Maryland,2010,7.824999999999999
Maryland,2011,7.316666666666667
Maryland,2012,6.866666666666667
Maryland,2013,6.516666666666667
Maryland,2014,5.733333333333333
Maryland,2015,4.991666666666666
Maryland,2016,4.291666666666666
Maryland,2017,4.083333333333334
Maryland,2018,3.8333333333333335
Maryland,2019,3.483333333333334
Maryland,2020,6.8083333333333345
Massachusetts,1979,5.483333333333333
Massachusetts,1980,5.766666666666667
Massachusetts,1981,6.391666666666668
Massachusetts,1982,7.791666666666665
Massachusetts,1983,6.933333333333334
Massachusetts,1984,4.775
